ID,totalDOS_000.00_001.00THz,totalDOS_001.00_002.00THz,totalDOS_002.00_003.00THz,totalDOS_003.00_004.00THz,totalDOS_004.00_005.00THz,totalDOS_005.00_006.00THz,totalDOS_006.00_007.00THz,totalDOS_007.00_008.00THz,totalDOS_008.00_009.00THz,totalDOS_009.00_010.00THz,totalDOS_010.00_011.00THz,totalDOS_011.00_012.00THz,totalDOS_012.00_013.00THz,totalDOS_013.00_014.00THz,totalDOS_014.00_015.00THz,totalDOS_015.00_016.00THz,totalDOS_016.00_017.00THz,totalDOS_017.00_018.00THz,totalDOS_018.00_019.00THz,totalDOS_019.00_020.00THz,totalDOS_020.00_021.00THz,totalDOS_021.00_022.00THz,totalDOS_022.00_023.00THz,totalDOS_023.00_024.00THz,totalDOS_024.00_025.00THz,totalDOS_025.00_026.00THz,totalDOS_026.00_027.00THz,totalDOS_027.00_028.00THz,totalDOS_028.00_029.00THz,totalDOS_029.00_030.00THz,totalDOS_030.00_031.00THz,totalDOS_031.00_032.00THz,totalDOS_032.00_033.00THz,totalDOS_033.00_034.00THz,totalDOS_034.00_035.00THz,totalDOS_035.00_036.00THz,totalDOS_036.00_037.00THz,totalDOS_037.00_038.00THz,totalDOS_038.00_039.00THz,totalDOS_039.00_040.00THz,totalDOS_040.00_041.00THz,totalDOS_041.00_042.00THz,totalDOS_042.00_043.00THz,totalDOS_043.00_044.00THz,totalDOS_044.00_045.00THz,totalDOS_045.00_046.00THz,totalDOS_046.00_047.00THz,totalDOS_047.00_048.00THz,totalDOS_048.00_049.00THz,totalDOS_049.00_050.00THz,totalDOS_050.00_051.00THz,totalDOS_051.00_052.00THz,totalDOS_052.00_053.00THz,totalDOS_053.00_054.00THz,totalDOS_054.00_055.00THz,totalDOS_055.00_056.00THz,totalDOS_056.00_057.00THz,totalDOS_057.00_058.00THz,totalDOS_058.00_059.00THz,totalDOS_059.00_060.00THz,totalDOS_060.00_061.00THz,totalDOS_061.00_062.00THz,totalDOS_062.00_063.00THz,totalDOS_063.00_064.00THz,totalDOS_064.00_065.00THz,totalDOS_065.00_066.00THz,totalDOS_066.00_067.00THz,totalDOS_067.00_068.00THz,totalDOS_068.00_069.00THz,totalDOS_069.00_070.00THz,totalDOS_070.00_071.00THz,totalDOS_071.00_072.00THz,totalDOS_072.00_073.00THz,totalDOS_073.00_074.00THz,totalDOS_074.00_075.00THz,totalDOS_075.00_076.00THz,totalDOS_076.00_077.00THz,totalDOS_077.00_078.00THz,totalDOS_078.00_079.00THz,totalDOS_079.00_080.00THz,totalDOS_080.00_081.00THz,totalDOS_081.00_082.00THz,totalDOS_082.00_083.00THz,totalDOS_083.00_084.00THz,totalDOS_084.00_085.00THz,totalDOS_085.00_086.00THz,totalDOS_086.00_087.00THz,totalDOS_087.00_088.00THz,totalDOS_088.00_089.00THz,totalDOS_089.00_090.00THz,totalDOS_090.00_091.00THz,totalDOS_091.00_092.00THz,totalDOS_092.00_093.00THz,totalDOS_093.00_094.00THz,totalDOS_094.00_095.00THz,totalDOS_095.00_096.00THz,totalDOS_096.00_097.00THz,totalDOS_097.00_098.00THz,totalDOS_098.00_099.00THz,totalDOS_099.00_100.00THz
c0g,0.0018493647707992409,0.02858850207290007,0.06672165440264126,0.07277808183245195,0.05734662619926806,0.043936943563622814,0.05412209241477488,0.06884872708459752,0.05576229029654207,0.05907502787076138,0.0662555163793156,0.06776522445040556,0.05458799976288535,0.05264870428556203,0.04981067508908346,0.04780697270335371,0.04432131436894845,0.03529454063344736,0.02433367155179694,0.014804165508473905,0.0071231122727281534,0.026218792485640213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c6e,0.009032462984862103,0.08434174516238868,0.12169319581303438,0.07709266616137307,0.07548279293473037,0.07313802494655341,0.07108430552315016,0.06414830604433662,0.06600620586481254,0.04867474326801825,0.10148014487603377,0.04370621872123855,0.05139419095943513,0.02322606656469805,0.011732314589726222,0.023648191026205585,0.04008898323338537,0.01402944132601773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cdk,0.00028462907800269567,0.0023051840798319076,0.007631258199426253,0.024056169719638698,0.053523135736357016,0.04875187591134967,0.030662997092783258,0.028412607024227664,0.04843356962116371,0.036406593500827894,0.07892197291229557,0.07560179333272266,0.08481899898486205,0.08440154844551666,0.03461518525747829,0.043490164286632695,0.033917608777573854,0.03862267493666782,0.021851408748775315,0.00504479896358543,0.009788279508668741,0.006935453656944371,0.007755986331851117,0.009468439137640507,0.015718666659007202,0.0035196692742414915,0.0014437394209007807,0.011935466884644431,0.04141706800280941,0.036156813200583435,0.024377602296122805,0.016788398542067668,0.03151756680560532,0.0014226756691936386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cju,0.007036535711215923,0.09393371636867102,0.118055167224691,0.06761620033036755,0.07634808826298028,0.08362353331536578,0.06751859972773365,0.060256882083497595,0.08074445583475606,0.07108240308192539,0.05914918320548514,0.07097926706564359,0.05132686169830144,0.02336388458094263,0.003797750800153908,0.006821408554851654,0.04173710156448037,0.016608960588937002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clt,0.0015056548401203723,0.011852043544530412,0.03937785748230703,0.044515859512678356,0.04756804785664921,0.046750671693268596,0.0623785657059372,0.05330071943698855,0.06072093045032441,0.04595107391421861,0.04953134465042852,0.027582000781382416,0.05187856572072076,0.054615296146374885,0.04777307504998473,0.027086020275081706,0.032298351030514864,0.005321198503857052,0.025559385835328914,0.03699939101660847,0.04672209395197312,0.019449896642217943,0.0,0.005759990336874849,0.02938193620901902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040402098968864405,0.021813420386985312,0.004415373269736629,0.0002557713689686201,0.016332412251142576,0.018996563418198307,0.022783761693654658,0.007188131103749766,0.014617944988448055,0.008847379962811323,0.005944196725439061,0.0008848643465892416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d7f,0.002264960295490315,0.02024760605133122,0.06298628412855577,0.034326698734949465,0.05641183236873438,0.04023324036600408,0.08173178115635946,0.11759533402822155,0.09644109776239296,0.07221480812566636,0.0670821405345398,0.07939120530993876,0.049541316495267135,0.04192569703947522,0.04857156114990979,0.013390401764652296,0.034744544331098616,0.0287567167212338,0.037674789057119164,0.013915225953155716,0.0005527586259041617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d9l,0.0069409094727307,0.08709392369065756,0.12723316476833213,0.07298984718819167,0.06748111166728843,0.08464352921394165,0.060066737697182404,0.056884786895382296,0.07805568531506285,0.07670189731125475,0.06291393107059007,0.07186453720202764,0.047044914141118506,0.017804963269926144,0.0,0.0039332970412153,0.062262490236023454,0.016084273819074478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dae,0.0021715741495408284,0.02727816489835019,0.07098403621410718,0.07918737791649352,0.05324249584618531,0.047615597300692314,0.056968796966185314,0.06289594994408716,0.06299243612916126,0.061644458162519136,0.05649603902429053,0.06993866600898499,0.05597886350710418,0.05496962148060779,0.05151053066649038,0.04713031361756795,0.0416174915720085,0.03439039356041006,0.02880473630946796,0.017520941332389964,0.014150698599382158,0.0025108167939732954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dc8,0.0007414488115473583,0.0046172043861316256,0.01906599691901702,0.04161991648417839,0.045594403852463716,0.06915840463531933,0.060884616208475795,0.06812136534816796,0.058351485784044914,0.04420064219736488,0.07206480938688577,0.07017257723970255,0.05361887662833582,0.05922495861070883,0.03880838467621797,0.02085548245073164,0.041237077596626315,0.04241520185180528,0.0507676482342671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006222445167816429,0.02372556694575722,0.015730452881008473,0.03046246517441374,0.03511035509668962,0.013914273810089637,0.01090048687404904,0.0024134527481835975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deu,0.00475658271180762,0.032573050612674063,0.06603555703171385,0.08019936977445298,0.07327897959008307,0.08313580977936992,0.08963976455829469,0.07788126456489677,0.09009412105654195,0.09752222466503738,0.10122418244891715,0.06910281407233608,0.05343824857367701,0.04699293704245186,0.01698545721320969,0.017139636304535924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dlj,0.013677437537464735,0.09293689939133455,0.12567568347645347,0.0921048212749068,0.05555023171753387,0.06521325686546306,0.0813075984143547,0.07471161178563282,0.0654729757430382,0.05195724593115723,0.09297317452509024,0.053041625740124665,0.04085989423204743,0.027919964288207047,0.0008065090724811293,0.02664338979325907,0.03309395634205772,0.006053723869393266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dth,0.0005370809382726907,0.0038410901465049663,0.012237722522789953,0.03757685768050715,0.053457451761321266,0.0425091765408216,0.03394106943859405,0.04289289238687265,0.07026012023131667,0.07016134654702828,0.05668481570557431,0.08852915986633794,0.0675962036194593,0.055929018199907476,0.061256429286951776,0.06013681087525024,0.08069255098345254,0.015419835271384703,0.0003020017666135274,0.04295545762403958,0.044373483372289566,0.035088323438224774,0.01784739624941829,0.005603407183047211,0.00017029836401951203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dvn,0.004727720061486045,0.03706880487207223,0.10159350626775641,0.14934404662975231,0.16083138063331265,0.11402372456129209,0.11945466960953557,0.09400842557876694,0.0692847880868452,0.05389268310859699,0.0532233831941449,0.02760218529500811,0.014944682101430535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e6a,0.0012527902204481642,0.01840074131752874,0.059560109613105205,0.06993455057204156,0.062078813270281856,0.048653257790146114,0.054291072482837155,0.061539313238903014,0.06279998739555996,0.06929839772746477,0.06653456427623827,0.06571884292568572,0.05953131358618646,0.05635738080890263,0.05437626057277093,0.046312962251911526,0.04353182918654487,0.039997460293291744,0.024497811557825475,0.02427912257946973,0.008629730391480748,0.0024236879413753617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e81,0.014936246329564484,0.05410208178595294,0.07348404028846178,0.07464757078936422,0.060063947184494926,0.06229011867328868,0.06737977691063093,0.055252183177062625,0.06194710519636487,0.05544443228394811,0.06124487001691204,0.042038365949355144,0.037005446791049224,0.042270803653019474,0.018312512627064147,0.017070862335963197,0.025164342728434815,0.011453620544128938,0.01801779738623316,0.02089142192491837,0.027219171567490003,0.013179684937235927,0.014083368931512316,0.01754590804265809,0.012135011334739276,0.015897983103944725,0.026921325506207554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ek5,0.001643452754796124,0.025517618170697202,0.07818248356777419,0.08516468118476744,0.09076516422525807,0.05674441312144681,0.06799664819974005,0.09040626088637485,0.08009734130350524,0.05970321841792599,0.050478346281752136,0.05796535533396668,0.0479335254936783,0.018483112626504403,0.01972735429658935,0.016012850632260912,0.028885649944849948,0.023849876518728046,0.02491443105486741,0.014016967032529455,0.0013078814569893865,0.0007625515489729813,0.0012255541103842551,0.004535043343743484,0.026968743609048853,0.023004187679511175,0.0037072872033372707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fft,0.0019382721176550318,0.006709255458886359,0.018212205596112377,0.048025344424491336,0.03895111510513555,0.041137109580328124,0.04044774198504115,0.04550555843740131,0.04479884158468316,0.0521063969376607,0.058366867546969944,0.04091697798677388,0.07223636510244123,0.08853592918542363,0.09183238552813298,0.05495705873121786,0.04505397152376393,0.07434570574110193,0.06471357267103886,0.04173420919416003,0.02947511556158048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fj5,0.0009794049354298333,0.011389145849852827,0.01864444144623905,0.03791969568687302,0.047864182700467196,0.0578958864478122,0.055206333474238554,0.046938409415044374,0.0508997733816592,0.04154258426098188,0.048620848719175866,0.06257336251222881,0.07059147747550777,0.0673579220758854,0.04903875450248751,0.04133361640335787,0.04049731971148022,0.04269216050338871,0.026271041656319532,0.023361598407929948,0.0,0.0,0.0,0.0022658742319715424,0.011768825460700915,0.010281972927009678,0.039081259873654996,0.010045436062922755,0.015959493638076753,0.028408859719640824,0.03150397856514041,0.00896239439956417,0.00010394555495819091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fkj,0.009233851032403489,0.0797783894203416,0.09044416141614987,0.08299105644239145,0.07085575586778853,0.06244432821156905,0.07854822748115967,0.06788400581180425,0.05669687441330735,0.06857480467521779,0.10529091333429984,0.07951022024693008,0.035218836040198105,0.03562075110481549,0.0,0.027740271293912835,0.033378589240881426,0.015788963966829203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fwz,0.0032747978372887746,0.0479168748084219,0.10147972831353218,0.07461489054039133,0.07517061885894087,0.0795202384069311,0.06132809543628601,0.0036558259770446055,0.030496206899905554,0.1819307659664266,0.12503341521927216,0.04619234370766052,0.026280689360318722,0.03138367464496086,0.0008969142155970689,0.0543016695259592,0.0009874627799369522,0.05102613275110193,0.004509654750023638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gcj,0.001305057228811453,0.016860939436915412,0.05661697874642723,0.06023775672176446,0.06748703887104877,0.057282532901763286,0.06000018043313503,0.0579692900153563,0.064271353651687,0.05433651620653245,0.06765273321272236,0.0665516393594673,0.05865413295984883,0.049029990228335235,0.04834669035868934,0.04673776098991419,0.0440586295800189,0.03302318702691356,0.019750646038858583,0.022209843462706828,0.016980700580416702,0.022348465586007758,0.008287936402658817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gkl,0.0013880329681138306,0.025256158632717535,0.06308921789197634,0.07173949491678663,0.05906128388778158,0.050759787883779835,0.05509491696455485,0.06494657853628759,0.05986187482191128,0.05145288775390589,0.07173782595506766,0.06663049747699505,0.05258493393231885,0.055330877824007384,0.04619608603886401,0.043886703483716406,0.048347420576980715,0.031243066003408003,0.024310258603663135,0.017701790326969162,0.01867191067732049,0.010482081657700601,0.00970355371686231,0.0005227594683108946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goi,0.01895101852066748,0.04767043471455828,0.0664297233139897,0.024665675822352264,0.03160314932696756,0.03790002404522574,0.04512696405421591,0.020241586325191678,0.02234827050143306,0.007635020618751291,0.0796993453862108,0.02490592802751406,0.006237039205275576,0.007716967640047417,0.0032833269180800122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057432003940157336,0.0332003648197951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010904497650415667,0.01181355969916222,0.08238462916607964,0.06405116407395561,0.023010965662321886,0.015635015428624263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059401686690803646,0.06934628757097008,0.0,0.0,0.07406636099777376,0.054338989879459926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
