ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,split,ic_reported,ic_is_upper_limit,ic_limit,ic_half_limit,ic_exclude,log10_ic_limit,log10_ic_half_limit,log10_ic_exclude,kernel_split
yqu,Li1.2Ti1.8Al0.2(PO4)3,6,Li7.2Ti10.8Al1.2P18.0O72.0,0.00482,,, R-3,148,8.502,8.502,20.818,90.0,90.0,120.0,NASICON,10.1021/ic400577v,1,D2 - 124,done,118133-ICSD ,,"true formula for lattice params is  Li1.17(Ti1.83Al0.17)(PO4)3, IC at Li1.2",,,118133.0,124.0,,train,0.00482,False,0.00482,0.00482,0.00482,-2.3169529617611504,-2.3169529617611504,-2.3169529617611504,train
ysm,Li1.1SrNb1.9Zr0.1O6F,8,Li8.8Sr8.0Nb15.2Zr0.8O48.0F8.0,<1E-10,,,Fd-3m,227,10.48854,10.48854,10.48854,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,236013.0,200.0,,train,1e-10,True,1e-10,5e-11,,-10.0,-10.301029995663981,,train
ywe,Li6PS5I,4,Li24.0P4.0S20.0I4.0,1.3e-06,,,F-43m,216,10.181,10.181,10.181,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259204.0,167.0,,train,1.3e-06,False,1.3e-06,1.3e-06,1.3e-06,-5.886056647693163,-5.886056647693163,-5.886056647693163,train
z2s,Nd3Zr2Al0.5Li5.5O12,8,Nd24.0Zr16.0Al4.0Li44.0O96.0,3.9e-05,,,Ia-3d ,230,12.8158,12.8158,12.8158,90.0,90.0,90.0,garnet,10.1039/c3ta13252h,1,D2 - 223,done,ICSD ,,,,,189530.0,223.0,,train,3.9e-05,False,3.9e-05,3.9e-05,3.9e-05,-4.4089353929735005,-4.4089353929735005,-4.4089353929735005,train
z7n,Li0.86Hf2.035(PO4)3,6,Li5.16Hf12.21P18.0O72.0,9.2e-08,,,R-3c,167,8.8306,8.8306,22.027,90.0,90.0,120.0,NASICON,10.1021/cm970078n,0,,done,,,double check with ID 11,,,83501.0,11.0,,train,9.2e-08,False,9.2e-08,9.2e-08,9.2e-08,-7.036212172654444,-7.036212172654444,-7.036212172654444,train
z9y,Li1.2Al0.2Ti1.8(PO4)3,6,Li7.2Al1.2Ti10.8P18.0O72.0,0.00338,,,R-3c,167,8.502,8.502,20.818,90.0,90.0,120.0,NASICON,10.1016/j.jeurceramsoc.2014.11.023,1,D2 - 243,done,,,,Yes,10.1021/acs.chemmater.9b04419,141515.0,243.0,,train,0.00338,False,0.00338,0.00338,0.00338,-2.4710832997223453,-2.4710832997223453,-2.4710832997223453,train
zxr,Li6SrLa2Ta2O12,8,Li48.0Sr8.0La16.0Ta16.0O96.0,5.4e-06,,,Ia-3d ,230,12.846394,12.846394,12.846394,90.0,90.0,90.0,garnet,10.1021/am4060194,1,D2 - 226,done,ICSD ,,,,,237200.0,226.0,,train,5.4e-06,False,5.4e-06,5.4e-06,5.4e-06,-5.267606240177032,-5.267606240177032,-5.267606240177032,train
zzr,Li10GeP2S12,2,Li20.0Ge2.0P4.0S24.0,0.0076,,,P42/nmcZ,137,8.6877,8.6877,12.5827,90.0,90.0,90.0,Unknown,10.1021/jacs.0c10735,1,,done,ICSD-30161,,,,,30161.0,,,train,0.0076,False,0.0076,0.0076,0.0076,-2.1191864077192086,-2.1191864077192086,-2.1191864077192086,train
1ty,Li4GeS3Se,4,Li16.0Ge4.0S12.0Se4.0,8.5e-06,,,Pnma,62,14.25036,7.85208,6.22238,90.0,90.0,90.0,Unknown,10.1021/acs.chemmater.0c04150,1,,done,ICSD-111752,,,,,111752.0,,,test,8.5e-06,False,8.5e-06,8.5e-06,8.5e-06,-5.070581074285707,-5.070581074285707,-5.070581074285707,test
24k,Li7Ge3PS12,4,Li28.0Ge12.0P4.0S48.0,0.00011,,,F-43m,216,9.80192,9.80192,9.80192,90.0,90.0,90.0,argyrodites,10.1016/j.jssc.2016.12.001,1,D2- 169; D1 - 488,done,ICSD ,,,,,258187.0,169.0,405.0,test,0.00011,False,0.00011,0.00011,0.00011,-3.958607314841775,-3.958607314841775,-3.958607314841775,test
2r7,Li3Cr(MoO4)3,4,Li12.0Cr4.0Mo12.0O48.0,3.19e-09,,,Pnma,62,5.0377,10.4091,17.6149,90.0,90.0,90.0,molybdates,10.1039/b301189e,1,D1 - 691,done,,,,Yes,10.1016/j.jssc.2009.09.012,247057.0,,810.0,test,3.19e-09,False,3.19e-09,3.19e-09,3.19e-09,-8.496209316942819,-8.496209316942819,-8.496209316942819,test
2uv,Li4SnSe4,4,Li16.0Sn4.0Se16.0,2e-05,,,Pnma,62,14.931,8.2217,6.5989,90.0,90.0,90.0,Chalcogenidotetrelates,10.1021/cm400541n,1,D2 - 76,done,193768-ICSD,, ,,,193768.0,76.0,,test,2e-05,False,2e-05,2e-05,2e-05,-4.698970004336019,-4.698970004336019,-4.698970004336019,test
4p7,Li3ClO,1,Li3.0Cl1.0O1.0,0.025,,,Pm-3m,221,3.91,3.91,3.91,90.0,90.0,90.0,antiperovskite,10.1039/c3ta15087a,1,D2 - 181,done,,,,Yes,mp-985585,,181.0,,test,0.025,False,0.025,0.025,0.025,-1.6020599913279623,-1.6020599913279623,-1.6020599913279623,test
7cr,Li2NaBP2O8,2,Li4.0Na2.0B2.0P4.0O16.0,4.4e-18,,,P -1,2,5.4344,7.3793,7.984,103.243,109.27,87.391,Borophosphates,10.1016/j.jssc.2014.11.024,1,D2- 7,done,291512-ICSD,,,,,291512.0,7.0,,test,4.4e-18,False,4.4e-18,4.4e-18,4.4e-18,-17.356547323513812,-17.356547323513812,-17.356547323513812,test
9n0,Li0.3Na0.2La0.5Nb2O6,1,Li0.3Na0.2La0.5Nb2.0O6.0,1.11e-05,,,Pmmm,47,3.906,3.907,7.852,90.0,90.0,90.0,perovskites,10.1134/s002016851103006x,1,D2 - 60,done,180630-ICSD,,partial occupancy corrected,,,180630.0,60.0,,test,1.11e-05,False,1.11e-05,1.11e-05,1.11e-05,-4.954677021213342,-4.954677021213342,-4.954677021213342,test
9o6,Li6.5La3Zr1.75Mo0.25O12,8,Li52.0La24.0Zr14.0Mo2.0O96.0,0.000333,,,Ia-3d ,230,12.9556,12.9556,12.9556,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.5b01895,1,D2 - 209,done,ICSD; no pc info,,,,,,209.0,,test,0.000333,False,0.000333,0.000333,0.000333,-3.4775557664936803,-3.4775557664936803,-3.4775557664936803,test
aab,Li4Ge0.25Sn0.75Se4,4,Li16.0Ge1.0Sn3.0Se16.0,8.3e-07,,,Pnma,62,14.93267,8.23052,6.58493,90.0,90.0,90.0,Unknown,10.1021/acs.chemmater.0c04150,1,,done,ICSD-111759,,,,,,,,test,8.3e-07,False,8.3e-07,8.3e-07,8.3e-07,-6.080921907623926,-6.080921907623926,-6.080921907623926,test
ar1,Li4SnS3Se,4,Li16.0Sn4.0S12.0Se4.0,7.5e-05,,,Pnma,62,14.0934,8.07139,6.46112,90.0,90.0,90.0,Unknown,10.1021/acs.chemmater.0c04150,1,,done,ICSD-111756,,,,,111756.0,,,test,7.5e-05,False,7.5e-05,7.5e-05,7.5e-05,-4.1249387366083,-4.1249387366083,-4.1249387366083,test
ard,LiTa2PO8,8,Li8.0Ta16.0P8.0O64.0,0.0016,,,C2/c,15,9.715454,11.5358,10.69708,90.0,90.0355,90.0,oxides,10.1039/c8ta09170f,1,D2 - 44,done,267438-ICSD,,,,,267438.0,44.0,774.0,test,0.0016,False,0.0016,0.0016,0.0016,-2.795880017344075,-2.795880017344075,-2.795880017344075,test
b56,Li2Mg2(MoO4)3,4,Li8.0Mg8.0Mo12.0O48.0,<1E-10,,,Pnma,62,5.1167,10.4646,17.6228,90.0,90.0,90.0,molybdates,10.1039/b301189e,1,D1 - 691,done,appendix,,,,,170956.0,75.0,691.0,test,1e-10,True,1e-10,5e-11,,-10.0,-10.301029995663981,,test
bnu,LiGa0.5Al0.5GeO4,18,Li18.0Ga9.0Al9.0Ge18.0O72.0,<1E-10,,,R3,146,13.867,13.867,9.256,90.0,90.0,120.0,oxides,10.1149/2.1111610jes,1,D2 - 123,done,257740-ICSD,,,,,257740.0,123.0,,test,1e-10,True,1e-10,5e-11,,-10.0,-10.301029995663981,,test
br1,Li3AlN2,16,Li48.0Al16.0N32.0,5e-08,,,Ia-3,206,9.47,9.47,9.47,90.0,90.0,90.0,nitrides,10.1016/0167-2738(85)90106-7,1,D2 - 162,done,ICSD not the same paper,,,Yes,10.1002/zaac.19482570102,25565.0,162.0,,test,5e-08,False,5e-08,5e-08,5e-08,-7.301029995663981,-7.301029995663981,-7.301029995663981,test
cfy,Li2P2S6,2,Li4.0P4.0S12.0,7.8e-11,,,C2/m ,12,11.11569,7.00704,6.52514,90.0,125.5717,90.0,thio-LISICON,10.1021/acs.inorgchem.7b00751,1,D2 - 21,done,CCDC 1546874,,,,,,21.0,,test,7.8e-11,False,7.8e-11,7.8e-11,7.8e-11,-10.10790539730952,-10.10790539730952,-10.10790539730952,test
cz2,Li4SnSSe3,4,Li16.0Sn4.0S4.0Se12.0,9.5e-07,,,Pnma,62,14.8164,8.16696,6.55387,90.0,90.0,90.0,Unknown,10.1021/acs.chemmater.0c04150,1,,done,ICSD-111757,,,,,,,,test,9.5e-07,False,9.5e-07,9.5e-07,9.5e-07,-6.022276394711152,-6.022276394711152,-6.022276394711152,test
de5,Li3InCl6,2,Li6.0In2.0Cl12.0,0.00204,,,C2/m ,12,6.432,11.093,6.398,90.0,109.8,90.0,Halide,10.1002/anie.201909805,1,D2 - 20,done,89617-ICSD,ICSD 17638,partial occupancy corrected,,,89617.0,20.0,,test,0.00204,False,0.00204,0.00204,0.00204,-2.6903698325741012,-2.6903698325741012,-2.6903698325741012,test
dvb,Li5.2La3Nb1.9Y0.1O12,8,Li41.6La24.0Nb15.2Y0.8O96.0,6.39e-05,,,Ia-3d ,230,12.8216,12.8216,12.8216,90.0,90.0,90.0,garnet,10.1021/jp304737x,1,D2 - 225; D1 - 795,done,ICSD ,,,,,237143.0,225.0,,test,6.39e-05,False,6.39e-05,6.39e-05,6.39e-05,-4.1944991418416,-4.1944991418416,-4.1944991418416,test
ecp,LaLiO2,4,La4.0Li4.0O8.0,<1E-10,,,P21/c,14,5.874,6.2129,5.8481,90.0,102.453,90.0,Lanthanumlithiumoxide,10.1016/j.ssi.2015.09.001,1,D2 - 36,done,239278-ICSD,,,,,239278.0,36.0,,test,1e-10,True,1e-10,5e-11,,-10.0,-10.301029995663981,,test
ei3,Li3YCl6,3,Li9.0Y3.0Cl18.0,0.000539,,,P-3m1,164,11.2217,11.2217,6.05517,90.0,90.0,120.0,halides,10.1002/adma.201803075,1,D2 - 26,done,,,appendix: diffraction data available,Yes,10.1021/acs.chemmater.0c04352,29969.0,26.0,,test,0.000539,False,0.000539,0.000539,0.000539,-3.2684112348132612,-3.2684112348132612,-3.2684112348132612,test
elz,Li3YBr6,2,Li6.0Y2.0Br12.0,0.00192,,,C2/m ,12,6.9217,11.9096,6.9326,90.0,109.553,90.0,halides,10.1002/adma.201803075,1,D2 - 26,done,,,appendix: diffraction data available,Yes,10.1021/acs.chemmater.0c04352,29961.0,26.0,,test,0.00192,False,0.00192,0.00192,0.00192,-2.7166987712964503,-2.7166987712964503,-2.7166987712964503,test
gwu,(La0.7Li0.3)(Ti0.6Al0.4)O3,1,La0.7Li0.3Ti0.6Al0.4O3.0,1.04e-07,,,Pm-3m,221,3.8472,3.8472,3.8472,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2017.05.278,1,D2 - 186,done,ICSD ,,,,,254048.0,186.0,,test,1.04e-07,False,1.04e-07,1.04e-07,1.04e-07,-6.982966660701219,-6.982966660701219,-6.982966660701219,test
h5i,Li0.1Na0.4La0.5Nb2O6,1,Li0.1Na0.4La0.5Nb2.0O6.0,1.21e-05,,,P4/mmm,123,3.915,3.915,7.861,90.0,90.0,90.0,perovskites,10.1134/s002016851103006x,1,D2 - 60,done,180632-ICSD,,"partial occupancy corrected, changed symmetry to reflect actual higher symmetry",,,180632.0,60.0,,test,1.21e-05,False,1.21e-05,1.21e-05,1.21e-05,-4.91721462968355,-4.91721462968355,-4.91721462968355,test
i47,LiZnPS4,2,Li2.0Zn2.0P2.0S8.0,5.4e-08,,, I-4,82,5.738,5.738,8.914,90.0,90.0,90.0,sulfides,10.1021/acs.chemmater.7b05108,1,D2 - 69,done,,,,Yes,10.1002/1521-3749(200208)628:8<1765::AID-ZAAC1765>3.0.CO;2-E,95785.0,69.0,,test,5.4e-08,False,5.4e-08,5.4e-08,5.4e-08,-7.267606240177032,-7.267606240177032,-7.267606240177032,test
ipo,Li7La3Hf2O12,8,Li56.0La24.0Hf16.0O96.0,9.85e-07,,,I41/acd ,142,13.106,13.106,12.63,90.0,90.0,90.0,garnet,10.1016/j.jssc.2009.10.030,1,D2 - 118,done,174202-ICSD,,,,,174202.0,118.0,,test,9.85e-07,False,9.85e-07,9.85e-07,9.85e-07,-6.006563769502388,-6.006563769502388,-6.006563769502388,test
j5g,Li6La3Nb1.5Y0.5O12,8,Li48.0La24.0Nb12.0Y4.0O96.0,0.000188,,,Ia-3d ,230,12.9136,12.9136,12.9136,90.0,90.0,90.0,garnet,10.1021/jp304737x,1,D2 - 225; D1 - 795,done,appendix; ICSD,,,,,237141.0,225.0,664.0,test,0.000188,False,0.000188,0.000188,0.000188,-3.72584215073632,-3.72584215073632,-3.72584215073632,test
jy6,Li6PO5Cl,4,Li24.0P4.0O20.0Cl4.0,1e-09,,,F-43m,216,8.2234,8.2234,8.2234,90.0,90.0,90.0,argyrodites,10.1002/zaac.201000121,1,D2 - 173; D1 - 8,done,ICSD ,,,,,421479.0,173.0,6.0,test,1e-09,False,1e-09,1e-09,1e-09,-9.0,-9.0,-9.0,test
klr,Li4SnS2Se2,4,Li16.0Sn4.0S8.0Se8.0,3.6e-05,,,Pnma,62,14.6276,8.07968,6.48252,90.0,90.0,90.0,Unknown,10.1021/acs.chemmater.0c04150,1,,done,ICSD-111755,,,,,111755.0,,,test,3.6e-05,False,3.6e-05,3.6e-05,3.6e-05,-4.443697499232712,-4.443697499232712,-4.443697499232712,test
kxw,LiAlGeO4,18,Li18.0Al18.0Ge18.0O72.0,<1E-10,,,R3,146,13.772,13.772,9.195,90.0,90.0,120.0,oxides,10.1149/2.1111610jes,1,D2 - 123,done,257741-ICSD,,,,,257741.0,123.0,,test,1e-10,True,1e-10,5e-11,,-10.0,-10.301029995663981,,test
l2w,Li3.333Mg0.333P2S6,1,Li3.33Mg0.33P2.0S6.0,8.2e-08,,,P-31m,162,6.0748,6.0748,6.5954,90.0,90.0,120.0,thio-phosphate,10.1016/s0167-2738(02)00007-3,1,D2 - 126,done,95606-ICSD,,partial occupancy corrected,,,95606.0,126.0,,test,8.2e-08,False,8.2e-08,8.2e-08,8.2e-08,-7.086186147616283,-7.086186147616283,-7.086186147616283,test
l6h,Li49.6Al1.6La24Zr14.4Ta1.6O96,1,Li49.6Al1.6La24Zr14.4Ta1.6O96,0.000614,,,Ia-3d ,230,12.958,12.958,12.958,90.0,90.0,90.0,garnet,10.1038/srep18053,1,D2 - 229,done,ICSD ,,,,,241476.0,229.0,,test,0.000614,False,0.000614,0.000614,0.000614,-3.211831628858832,-3.211831628858832,-3.211831628858832,test
mdp,Li7P3S11,2,Li14.0P6.0S22.0,0.0032,,,P -1,2,12.5009,6.0316,12.5303,102.845,113.2024,74.467,Unknown,10.1039/c3ee41655k|10.1016/j.ssi.2007.05.020|10.1016/j.ssi.2006.04.017,0,,done,,,,,,157654.0,5.0,28.0,test,0.0032,False,0.0032,0.0032,0.0032,-2.494850021680094,-2.494850021680094,-2.494850021680094,test
me3,(La0.9Sr0.1)LiO2,4,La3.6Sr0.4Li4.0O8.0,6.29e-10,,,P21/c,14,5.8748,6.2152,5.8521,90.0,102.478,90.0,Lanthanumlithiumoxide,10.1016/j.ssi.2015.09.001,1,D2 - 36,done,239279-ICSD,,,,,239279.0,36.0,,test,6.29e-10,False,6.29e-10,6.29e-10,6.29e-10,-9.201349354554731,-9.201349354554731,-9.201349354554731,test
mfu,Li3Fe(MoO4)3,4,Li12.0Fe4.0Mo12.0O48.0,5.89e-10,,,Pnma,62,5.0697,10.4333,17.6317,90.0,90.0,90.0,molybdates,10.1039/b301189e,1,D1 - 691,done,,,,Yes,ICSD-16176,16176.0,,812.0,test,5.89e-10,False,5.89e-10,5.89e-10,5.89e-10,-9.229884705212898,-9.229884705212898,-9.229884705212898,test
mtr,Fe0.16La2.95Li5.68Zr2O12,8,Fe1.28La23.6Li45.44Zr16.0O96.0,0.000935,,,I-43d ,220,12.9783,12.9783,12.9783,90.0,90.0,90.0,garnet,10.1021/acs.chemmater.6b02516,1,D2 - 180,done,appendix; ICSD,,check the composition,,,431391.0,180.0,,test,0.000935,False,0.000935,0.000935,0.000935,-3.0291883891274822,-3.0291883891274822,-3.0291883891274822,test
o0a,Li4Ge0.75Sn0.25Se4,4,Li16.0Ge3.0Sn1.0Se16.0,6e-06,,,Pnma,62,14.79777,8.19907,6.50236,90.0,90.0,90.0,Unknown,10.1021/acs.chemmater.0c04150,1,,done,ICSD-111761,,,,,111761.0,,,test,6e-06,False,6e-06,6e-06,6e-06,-5.221848749616356,-5.221848749616356,-5.221848749616356,test
ob9,Li2.667Mg0.667P2S6,1,Li2.67Mg0.67P2.0S6.0,4e-06,,,P-31m,162,6.0831,6.0831,6.5863,90.0,90.0,120.0,thio-phosphate,10.1016/s0167-2738(02)00007-3,1,D2 - 126,done,95607-ICSD,,partial occupancy corrected,,,95607.0,126.0,,test,4e-06,False,4e-06,4e-06,4e-06,-5.3979400086720375,-5.3979400086720375,-5.3979400086720375,test
p81,LiAlCl4,4,Li4.0Al4.0Cl16.0,1e-06,,,P21/c,14,7.004,6.503,12.996,90.0,93.3,90.0,halides,10.1149/1.2133238,1,D2 - 32,done,35275-ICSD,,,,,35275.0,32.0,,test,1e-06,False,1e-06,1e-06,1e-06,-6.0,-6.0,-6.0,test
ro9,Li3BP2O8,2,Li6.0B2.0P4.0O16.0,9.6e-12,,,P -1,2,5.1888,7.4118,7.6735,101.179,105.067,90.335,Borophosphates,10.1039/C3DT52917G,1,D2 - 7,done,248343-ICSD,,,,,248343.0,7.0,,test,9.6e-12,False,9.6e-12,9.6e-12,9.6e-12,-11.017728766960431,-11.017728766960431,-11.017728766960431,test
s2v,Fe0.19La2.95Li5.57Zr2O12,8,Fe1.52La23.6Li44.56Zr16.0O96.0,0.00138,,,I-43d ,220,12.9769,12.9769,12.9769,90.0,90.0,90.0,garnet,10.1021/acs.chemmater.6b02516,1,D2 - 180,done,appendix; ICSD,,check the composition,,,431392.0,180.0,,test,0.00138,False,0.00138,0.00138,0.00138,-2.8601209135987635,-2.8601209135987635,-2.8601209135987635,test
um1,LiGaGeO4,18,Li18.0Ga18.0Ge18.0O72.0,<1E-10,,, R-3c,167,13.941,13.941,9.302,90.0,90.0,120.0,oxides,10.1149/2.1111610jes,1,D2 - 123,done,257739-ICSD,,,,,257739.0,123.0,,test,1e-10,True,1e-10,5e-11,,-10.0,-10.301029995663981,,test
ux3,Li0.284Sm4.512Si3O12.91,2,Li0.57Sm9.02Si6.0O25.82,<1E-10,,,P63/m ,176,9.4601,9.4601,6.9113,90.0,90.0,120.0,silicates,10.1016/0167-2738(95)00240-5,1,D2 - 150,done,83279-ICSD,,,,,83279.0,150.0,,test,1e-10,True,1e-10,5e-11,,-10.0,-10.301029995663981,,test
vwy,La0.56Li0.33TiO3,2,La1.12Li0.66Ti2.0O6.0,0.000668,,,P4/mmm,123,3.8675,3.8675,7.758,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,done,,,,Yes,10.1006/jssc.1996.0385,82671.0,97.0,,test,0.000668,False,0.000668,0.000668,0.000668,-3.175223537524454,-3.175223537524454,-3.175223537524454,test
wa3,Li51.2Al1.6La24Zr16O96,1,Li51.2Al1.6La24Zr16O96,0.000254,,,Ia-3d ,230,12.959,12.959,12.959,90.0,90.0,90.0,garnet,10.1038/srep18053,1,D2 - 229,done,ICSD ,,"Z, composition incorrect",,,241475.0,229.0,,test,0.000254,False,0.000254,0.000254,0.000254,-3.595166283380062,-3.595166283380062,-3.595166283380062,test
wgw,Li4Sr3Nb6O20,1,Li4.0Sr3.0Nb6.0O20.0,<1E-10,,,I4/mmm,139,3.953,3.953,26.041,90.0,90.0,90.0,perovskites,10.1021/cm980736j,1,D2 - 115,done,87824-ICSD,,partial occupancy incorrect,,,87824.0,115.0,,test,1e-10,True,1e-10,5e-11,,-10.0,-10.301029995663981,,test
xq3,Li4Sr3Nb5.77Fe0.23O19.77,1,Li4.0Sr3.0Nb5.77Fe0.23O19.77,<1E-10,,,I4/mmm,139,3.9585,3.9585,25.915,90.0,90.0,90.0,perovskites,10.1021/cm980736j,1,D2 - 115,done,87823-ICSD,,partial occupancy incorrect,,,87823.0,115.0,,test,1e-10,True,1e-10,5e-11,,-10.0,-10.301029995663981,,test
zs0,La(Li0.76Mg0.08)O2,4,La4.0Li3.04Mg0.32O8.0,7.27e-10,,,P21/c,14,5.875,6.212,5.849,90.0,102.451,90.0,Lanthanumlithiumoxide,10.1016/j.ssi.2015.09.001,1,D2 - 36,done,239280-ICSD,,,,,239280.0,36.0,,test,7.27e-10,False,7.27e-10,7.27e-10,7.27e-10,-9.138465589140962,-9.138465589140962,-9.138465589140962,test
zv5,Li4GeS2Se2,4,Li16.0Ge4.0S8.0Se8.0,2.8e-05,,,Pnma,62,14.40259,7.9744,6.30594,90.0,90.0,90.0,Unknown,10.1021/acs.chemmater.0c04150,1,,done,ICSD-111751,,,,,111751.0,,,test,2.8e-05,False,2.8e-05,2.8e-05,2.8e-05,-4.552841968657781,-4.552841968657781,-4.552841968657781,test
