ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,split,ic_reported,ic_is_upper_limit,ic_comparator,ic_limit,ic_half_limit,ic_exclude,log10_ic_limit,log10_ic_half_limit,log10_ic_exclude,family,intended_formula_OBELiX,expected_formula_counts_json,spectrum_file,production_structure_file,production_structure_selection,production_structure_score,source_structure_file,source_structure_selection,source_structure_score,source_structure_role,eigen_file,eigen_selection,eigen_score,audit_status,production_parser,production_formula,production_reduced_formula,production_n_sites,production_volume_A3,production_volume_per_site_A3,production_density_g_cm3,production_min_distance_A,geometry_status,production_is_ordered,production_partial_or_mixed_sites,production_mixed_species_sites,production_underoccupied_sites,production_overoccupied_sites,composition_status,scale_all,framework_scale_raw,framework_scale_formula_units,framework_scale_nearest_integer,framework_scale_integer_deviation,framework_scale_anchor_elements,max_relative_stoich_error,framework_max_relative_stoich_error,max_absolute_count_error_atoms,framework_max_absolute_count_error_atoms,n_elements_outside_pass_tolerance,n_elements_outside_warn_tolerance,composition_total_variation_error,expected_Li_at_framework_scale,actual_Li,Li_count_error,Li_absolute_count_error,Li_relative_error,missing_elements,extra_elements,expected_counts_at_framework_scale_json,actual_counts_json,actual_minus_expected_json,element_absolute_errors_json,element_relative_errors_json,element_pass_flags_json,element_warn_flags_json,neutral_oxidation_guess_status,neutral_oxidation_guess_json,source_parser,source_formula,source_reduced_formula,source_counts_json,source_is_ordered,source_partial_or_mixed_sites,source_mixed_species_sites,source_underoccupied_sites,source_comparison_to_OBELiX,source_Li_relative_error_to_OBELiX,spectrum_n_frequency_points,spectrum_min_plotted_frequency_THz,spectrum_max_plotted_frequency_THz,spectrum_median_native_spacing_THz,spectrum_max_native_spacing_THz,spectrum_points_0_to_100_THz,spectrum_total_positive_area_0_to_100,spectrum_Li_positive_area_0_to_100,spectrum_coarse_grid_flag,spectrum_high_max_frequency_flag,spectrum_very_high_max_frequency_flag,spectrum_negative_plotted_grid_endpoint_flag,eligible_primary_audit,eligible_strict_audit,eligible_exact_audit,source_folder,li_file,total_file,selection_score,has_paired_spectrum,has_target_limit_policy,included_primary,included_strict,included_exact,primary_exclusion_reason
ssv,Li3P0.2V0.8O4,2,Li6.0P0.4V1.6O8.0,1.31e-13,,,Pmn21,31,6.282,5.4021,4.9289,90.0,90.0,90.0,LISICON,10.1021/acs.chemmater.8b01504,1,D1 - 541,not available,,,D_0 calculation,,,,,449.0,train,1.31e-13,False,,1.31e-13,1.31e-13,1.31e-13,-12.882728704344236,-12.882728704344236,-12.882728704344236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
hln,LiGa2GeS6,8,Li8.0Ga16.0Ge8.0S48.0,3.8e-08,,,Fdd2,43,11.943,22.59,6.805,90.0,90.0,90.0,sulfides,10.1016/j.ssi.2014.04.015,1,D2 - 58,not available,,,,,,,58.0,,train,3.8e-08,False,,3.8e-08,3.8e-08,3.8e-08,-7.42021640338319,-7.42021640338319,-7.42021640338319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
cy2,La0.64Li0.08TiO3,2,La1.28Li0.16Ti2.0O6.0,0.000335,,,Pmmm,47,3.8753,3.8638,7.7901,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(00)00761-x,1,D2 - 59,done,92228-ICSD,,,,,92228.0,59.0,,train,0.000335,False,,0.000335,0.000335,0.000335,-3.474955192963155,-3.474955192963155,-3.474955192963155,perovskites,La0.64Li0.08TiO3,"{""La"": 0.64, ""Li"": 0.08, ""O"": 3.0, ""Ti"": 1.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/cy2/cy2_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/cy2/relaxed_cy2.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/cy2/ordered_adaptive_cy2.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,FAIL_ELEMENT_SET,pymatgen_structure,La1 Ti2 O6,LaTi2O6,9.0,118.6792573169347,13.186584146326076,4.626198310755782,1.8317763031275505,PASS,True,0.0,0.0,0.0,0.0,FAIL_ELEMENT_SET,2.0,2.0,2.0,2.0,0.0,Ti;O,1.0,0.21875,0.28,0.28,0.0,0.0,0.0414312617702447,0.16,0.0,-0.16,0.16,-1.0,Li,,"{""La"": 1.28, ""Li"": 0.16, ""O"": 6.0, ""Ti"": 2.0}","{""La"": 1.0, ""O"": 6.0, ""Ti"": 2.0}","{""La"": -0.28, ""Li"": -0.16, ""O"": 0.0, ""Ti"": 0.0}","{""La"": 0.28, ""Li"": 0.16, ""O"": 0.0, ""Ti"": 0.0}","{""La"": 0.21875, ""Li"": 1.0, ""O"": 0.0, ""Ti"": 0.0}","{""La"": true, ""Li"": true, ""O"": true, ""Ti"": true}","{""La"": true, ""Li"": true, ""O"": true, ""Ti"": true}",no_neutral_assignment_found,,pymatgen_structure,La1 Ti2 O6,LaTi2O6,"{""La"": 1.0, ""O"": 6.0, ""Ti"": 2.0}",True,0.0,0.0,0.0,FAIL_ELEMENT_SET,-1.0,201.0,-5.242552307605494,27.368832411728576,0.1630569235966703,0.163056923596681,168.0,26.857176592856,0.0,False,False,False,True,False,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/cy2,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/cy2/Lithium_PDOS_cy2.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/cy2/Total_DOS_cy2.csv,980.0,True,True,False,False,False,audit:FAIL_ELEMENT_SET/PASS
5tl,La0.62Li0.14TiO3,2,La1.24Li0.28Ti2.0O6.0,0.000442,,,Pmmm,47,3.8757,3.8655,7.7845,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(00)00761-x,1,D2 - 59,done,92231-ICSD,,,,,92231.0,59.0,,train,0.000442,False,,0.000442,0.000442,0.000442,-3.354577730650908,-3.354577730650908,-3.354577730650908,perovskites,La0.62Li0.14TiO3,"{""La"": 0.62, ""Li"": 0.14, ""O"": 3.0, ""Ti"": 1.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/5tl/5tl_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5tl/relaxed_5tl.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5tl/ordered_adaptive_5tl.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,FAIL_ELEMENT_SET,pymatgen_structure,La1 Ti2 O6,LaTi2O6,9.0,118.67926603949486,13.18658511549943,4.626197970744469,1.8317764034477888,PASS,True,0.0,0.0,0.0,0.0,FAIL_ELEMENT_SET,2.0,2.0,2.0,2.0,0.0,Ti;O,1.0,0.1935483870967742,0.28,0.24,0.0,0.0,0.0485527544351073,0.28,0.0,-0.28,0.28,-1.0,Li,,"{""La"": 1.24, ""Li"": 0.28, ""O"": 6.0, ""Ti"": 2.0}","{""La"": 1.0, ""O"": 6.0, ""Ti"": 2.0}","{""La"": -0.24, ""Li"": -0.28, ""O"": 0.0, ""Ti"": 0.0}","{""La"": 0.24, ""Li"": 0.28, ""O"": 0.0, ""Ti"": 0.0}","{""La"": 0.19354839, ""Li"": 1.0, ""O"": 0.0, ""Ti"": 0.0}","{""La"": true, ""Li"": true, ""O"": true, ""Ti"": true}","{""La"": true, ""Li"": true, ""O"": true, ""Ti"": true}",no_neutral_assignment_found,,pymatgen_structure,La1 Ti2 O6,LaTi2O6,"{""La"": 1.0, ""O"": 6.0, ""Ti"": 2.0}",True,0.0,0.0,0.0,FAIL_ELEMENT_SET,-1.0,201.0,-5.242643149891766,27.369197907694645,0.163059205287932,0.16305920528794,168.0,26.835838329613395,0.0,False,False,False,True,False,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5tl,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5tl/Lithium_PDOS_5tl.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5tl/Total_DOS_5tl.csv,980.0,True,True,False,False,False,audit:FAIL_ELEMENT_SET/PASS
u2y,La0.595Li0.215TiO3,2,La1.19Li0.43Ti2.0O6.0,0.000853,,,Pmmm,47,3.8671,3.8654,7.7727,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(00)00761-x,1,D2 - 59,done,92234-ICSD,,,,,92234.0,59.0,,train,0.000853,False,,0.000853,0.000853,0.000853,-3.0690509688324767,-3.0690509688324767,-3.0690509688324767,perovskites,La0.595Li0.215TiO3,"{""La"": 0.595, ""Li"": 0.215, ""O"": 3.0, ""Ti"": 1.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/u2y/u2y_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/u2y/relaxed_u2y.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/u2y/ordered_sqs_like_u2y.cif,automatic_same_folder,2150.0,fallback_unverified_source_candidate,,missing,,FAIL_ELEMENT_SET,pymatgen_structure,La1 Ti2 O6,LaTi2O6,9.0,118.67925328523626,13.186583698359584,4.626198467914139,1.831775423983793,PASS,True,0.0,0.0,0.0,0.0,FAIL_ELEMENT_SET,2.0,2.0,2.0,2.0,0.0,Ti;O,1.0,0.1596638655462184,0.43,0.1899999999999999,0.0,0.0,0.0572880572880572,0.43,0.0,-0.43,0.43,-1.0,Li,,"{""La"": 1.19, ""Li"": 0.43, ""O"": 6.0, ""Ti"": 2.0}","{""La"": 1.0, ""O"": 6.0, ""Ti"": 2.0}","{""La"": -0.19, ""Li"": -0.43, ""O"": 0.0, ""Ti"": 0.0}","{""La"": 0.19, ""Li"": 0.43, ""O"": 0.0, ""Ti"": 0.0}","{""La"": 0.15966387, ""Li"": 1.0, ""O"": 0.0, ""Ti"": 0.0}","{""La"": true, ""Li"": true, ""O"": true, ""Ti"": true}","{""La"": true, ""Li"": true, ""O"": true, ""Ti"": true}",no_neutral_assignment_found,,pymatgen_structure,La1 Ti2 O6,LaTi2O6,"{""La"": 1.0, ""O"": 6.0, ""Ti"": 2.0}",True,0.0,0.0,0.0,FAIL_ELEMENT_SET,-1.0,201.0,-5.231109365811828,27.35269274559248,0.1629190105570215,0.162919010557033,168.0,26.88148393911926,0.0,False,False,False,True,False,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/u2y,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/u2y/Lithium_PDOS_u2y.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/u2y/Total_DOS_u2y.csv,980.0,True,True,False,False,False,audit:FAIL_ELEMENT_SET/PASS
kxh,Pr0.56Li0.34TiO3.01,2,Pr1.12Li0.68Ti2.0O6.02,1e-06,,,Pmmm,47,3.8372,3.8372,7.701,90.0,90.0,90.0,perovskites,10.1016/0167-2738(94)90310-7,1,D2 - 62,not available,,,,,,,62.0,,train,1e-06,False,,1e-06,1e-06,1e-06,-6.0,-6.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
3we,Nd0.55Li0.34TiO3,2,Nd1.1Li0.68Ti2.0O6.0,8e-08,,,Pmmm,47,3.8204,3.823,7.679,90.0,90.0,90.0,perovskites,10.1016/0167-2738(94)90310-7,1,D2 - 62,not available,,,,,,,62.0,506.0,train,8e-08,False,,8e-08,8e-08,8e-08,-7.096910013008056,-7.096910013008056,-7.096910013008056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
dnt,Li2CrTi(PO4)3,8,Li16.0Cr8.0Ti8.0P24.0O96.0,4.41e-07,,,Pbca,61,8.461,8.688,23.83,90.0,90.0,90.0,NASICON,10.1016/s0167-2738(96)00565-6,1,D1 - 407,not available,,,,,,,,337.0,train,4.41e-07,False,,4.41e-07,4.41e-07,4.41e-07,-6.355561410532162,-6.355561410532162,-6.355561410532162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
g5g,Li2CrZr(PO4)3,8,Li16.0Cr8.0Zr8.0P24.0O96.0,5.91e-07,,,Pbca,61,8.596,8.787,24.21,90.0,90.0,90.0,NASICON,10.1016/s0167-2738(96)00565-6,1,D1 - 407,not available,,,,,,,,336.0,train,5.91e-07,False,,5.91e-07,5.91e-07,5.91e-07,-6.228412519118745,-6.228412519118745,-6.228412519118745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
hpu,Li2CrHf(PO4)3,8,Li16.0Cr8.0Hf8.0P24.0O96.0,4.2e-08,,,Pbca,61,8.598,8.816,24.21,90.0,90.0,90.0,NASICON,10.1016/s0167-2738(96)00565-6,1,D1 - 407,not available,,,,,,,,407.0,train,4.2e-08,False,,4.2e-08,4.2e-08,4.2e-08,-7.376750709602099,-7.376750709602099,-7.376750709602099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
c6h,Li2FeTi(PO4)3,8,Li16.0Fe8.0Ti8.0P24.0O96.0,3.34e-07,,,Pbca,61,8.452,8.672,23.62,90.0,90.0,90.0,NASICON,10.1016/s0167-2738(96)00565-6,1,D1 - 407,not available,,,,,,,,338.0,train,3.34e-07,False,,3.34e-07,3.34e-07,3.34e-07,-6.476253533188435,-6.476253533188435,-6.476253533188435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
vzu,Li2FeZr(PO4)3,8,Li16.0Fe8.0Zr8.0P24.0O96.0,1.44e-07,,,Pbca,61,8.47,8.72,23.8,90.0,90.0,90.0,NASICON,10.1016/s0167-2738(96)00565-6,1,D1 - 407,not available,,,,,,,,339.0,train,1.44e-07,False,,1.44e-07,1.44e-07,1.44e-07,-6.841637507904751,-6.841637507904751,-6.841637507904751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
a3e,Li2InHf(PO4)3,8,Li16.0In8.0Hf8.0P24.0O96.0,2.74e-08,,,Pbca,61,8.757,8.954,24.28,90.0,90.0,90.0,NASICON,10.1016/s0167-2738(96)00565-6,1,D1 - 407,not available,,,,,,,,341.0,train,2.74e-08,False,,2.74e-08,2.74e-08,2.74e-08,-7.562249437179612,-7.562249437179612,-7.562249437179612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
ubi,Li2InTi(PO4)3,8,Li16.0In8.0Ti8.0P24.0O96.0,8.3e-06,,,Pbca,61,8.577,8.826,24.05,90.0,90.0,90.0,NASICON,10.1016/s0167-2738(96)00565-6,1,D1 - 407,not available,,,,,,,,335.0,train,8.3e-06,False,,8.3e-06,8.3e-06,8.3e-06,-5.080921907623926,-5.080921907623926,-5.080921907623926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
9z8,Li2InZr(PO4)3,8,Li16.0In8.0Zr8.0P24.0O96.0,8.22e-08,,,Pbca,61,8.761,8.979,24.2,90.0,90.0,90.0,NASICON,10.1016/s0167-2738(96)00565-6,1,D1 - 407,not available,,,,,,,,340.0,train,8.22e-08,False,,8.22e-08,8.22e-08,8.22e-08,-7.0851281824599495,-7.0851281824599495,-7.0851281824599495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
tbu,Li3.5Zn0.5Ga0.5(PO4)2,2,Li7.0Zn1.0Ga1.0P4.0O16.0,<1E-10,,,Pnma,62,10.08925,6.5108,4.935878,90.0,90.0,90.0,phosphates,10.1021/acs.chemmater.7b05139,1,D2 - 38,done,appendix,,,,,,38.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
e6b,Li4GeS4,4,Li16.0Ge4.0S16.0,2e-07,,,Pnma,62,14.07,7.75,6.15,90.0,90.0,90.0,thio-LISICON,10.1016/s0167-2738(00)00277-0,1,D2 - 71,done,92200-ICSD,,partial occupancy corrected,,,92200.0,71.0,,train,2e-07,False,,2e-07,2e-07,2e-07,-6.698970004336019,-6.698970004336019,-6.698970004336019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
86k,Li0.2Ca0.4TaO3,4,Li0.8Ca1.6Ta4.0O12.0,3.53e-09,,,Pnma,62,5.477,7.75,5.479,90.0,90.0,90.0,perovskites,10.1016/j.solidstatesciences.2004.05.006,1,D2 - 74,not available,,,"structure avialble for x=0.15, but no conductivity",,,,74.0,,train,3.53e-09,False,,3.53e-09,3.53e-09,3.53e-09,-8.452225294612177,-8.452225294612177,-8.452225294612177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
n7a,Li2.5Y0.5Zr0.5Cl6,4,Li10.0Y2.0Zr2.0Cl24.0,0.0014,,,Pnma,62,12.0389,11.1664,6.4069,90.0,90.0,90.0,halides,10.1021/acsenergylett.9b02599,1,D2 - 83,not available,,,Li2.5Er0.5Zr0.5Cl6 is available,,,,83.0,,train,0.0014,False,,0.0014,0.0014,0.0014,-2.853871964321762,-2.853871964321762,-2.853871964321762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
i6k,Sm0.52Li0.38TiO2.97,4,Sm2.08Li1.52Ti4.0O11.88,2e-07,,,Pnma,62,5.34,7.619,5.441,90.0,90.0,90.0,perovskites,10.1016/0167-2738(94)90310-7,1,D2 - 62,not available,,,IC number should be read from the graph,,,,62.0,,train,2e-07,False,,2e-07,2e-07,2e-07,-6.698970004336019,-6.698970004336019,-6.698970004336019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
x94,Li4SiS4,4,Li16.0Si4.0S16.0,4.93e-08,,,Pnma,62,13.735,7.769,6.147,90.0,90.0,90.0,thio-LISICON,10.1016/0025-5408(89)90053-6,1,D1 - 764; D2 - 15,not available,,,appendix: diffraction data available,,,,,634.0,train,4.93e-08,False,,4.93e-08,4.93e-08,4.93e-08,-7.30715308072277,-7.30715308072277,-7.30715308072277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
e6e,Li3.2Ge0.2P0.8O4,4,Li12.8Ge0.8P3.2O16.0,1.14e-06,,,Pnma,62,10.5562,6.1319,4.9769,90.0,90.0,90.0,LISICON,10.1021/acs.chemmater.8b01504,1,D1- 541,not available,,,,,,,,447.0,train,1.14e-06,False,,1.14e-06,1.14e-06,1.14e-06,-5.943095148663527,-5.943095148663527,-5.943095148663527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
ylh,Li3.2Ge0.2V0.8O4,4,Li12.8Ge0.8V3.2O16.0,1.9e-05,,,Pnma,62,10.8685,6.2984,5.1017,90.0,90.0,90.0,LISICON,10.1021/acs.chemmater.8b01504,1,D1- 541,not available,,,,,,,,452.0,train,1.9e-05,False,,1.9e-05,1.9e-05,1.9e-05,-4.721246399047171,-4.721246399047171,-4.721246399047171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
eij,Li3.4Ge0.4P0.6O4,4,Li13.6Ge1.6P2.4O16.0,4.5e-06,,,Pnma,62,10.6305,6.1639,5.0266,90.0,90.0,90.0,LISICON,10.1021/acs.chemmater.8b01504,1,D1- 541,not available,,,,,,,,451.0,train,4.5e-06,False,,4.5e-06,4.5e-06,4.5e-06,-5.346787486224656,-5.346787486224656,-5.346787486224656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
ldd,Li3.4Ge0.4V0.6O4,4,Li13.6Ge1.6V2.4O16.0,8.89e-07,,,Pnma,62,10.8697,6.2784,5.1181,90.0,90.0,90.0,LISICON,10.1021/acs.chemmater.8b01504,1,D1- 541,not available,,,,,,,,455.0,train,8.89e-07,False,,8.89e-07,8.89e-07,8.89e-07,-6.051098239029787,-6.051098239029787,-6.051098239029787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
efb,Li3.6Ge0.6P0.4O4,4,Li14.4Ge2.4P1.6O16.0,1.1e-05,,,Pnma,62,10.7284,6.1866,5.0882,90.0,90.0,90.0,LISICON,10.1021/acs.chemmater.8b01504,1,D1- 541,not available,,,,,,,,450.0,train,1.1e-05,False,,1.1e-05,1.1e-05,1.1e-05,-4.958607314841775,-4.958607314841775,-4.958607314841775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
lcm,Li3.6Ge0.6V0.4O4,4,Li14.4Ge2.4V1.6O16.0,3.19e-05,,,Pnma,62,10.8786,6.26,5.1371,90.0,90.0,90.0,LISICON,10.1021/acs.chemmater.8b01504,1,D1- 541,not available,,,,,,,,453.0,train,3.19e-05,False,,3.19e-05,3.19e-05,3.19e-05,-4.496209316942819,-4.496209316942819,-4.496209316942819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
mgs,Li3.8Ge0.8P0.2O4,4,Li15.2Ge3.2P0.8O16.0,1.03e-06,,,Pnma,62,10.8096,6.1767,5.1421,90.0,90.0,90.0,LISICON,10.1021/acs.chemmater.8b01504,1,D1- 541,not available,,,,,,,,444.0,train,1.03e-06,False,,1.03e-06,1.03e-06,1.03e-06,-5.987162775294828,-5.987162775294828,-5.987162775294828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
31s,Li3.8Ge0.8V0.2O4,4,Li15.2Ge3.2V0.8O16.0,2.71e-06,,,Pnma,62,10.8891,6.2315,5.1518,90.0,90.0,90.0,LISICON,10.1021/acs.chemmater.8b01504,1,D1- 541,not available,,,,,,,,454.0,train,2.71e-06,False,,2.71e-06,2.71e-06,2.71e-06,-5.567030709125595,-5.567030709125595,-5.567030709125595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
dku,Li3P0.4V0.6O4,4,Li12.0P1.6V2.4O16.0,3.55e-13,,,Pnma,62,10.7651,6.2647,4.9262,90.0,90.0,90.0,LISICON,10.1021/acs.chemmater.8b01504,1,D1- 541,not available,,,,,,,,448.0,train,3.55e-13,False,,3.55e-13,3.55e-13,3.55e-13,-12.449771646944907,-12.449771646944907,-12.449771646944907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
ndx,Li3P0.6V0.4O4,4,Li12.0P2.4V1.6O16.0,3.2e-13,,,Pnma,62,10.6467,6.2052,4.9763,90.0,90.0,90.0,LISICON,10.1021/acs.chemmater.8b01504,1,D1- 541,not available,,,,,,,,456.0,train,3.2e-13,False,,3.2e-13,3.2e-13,3.2e-13,-12.494850021680094,-12.494850021680094,-12.494850021680094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
