split,ID,family,candidate_rank_for_production,production_score,source_score,selected_as_production,selected_as_source,file,parse_status,parser,formula,reduced_formula,counts_json,n_sites,is_ordered,partial_or_mixed_sites,comparison_to_OBELiX,Li_relative_error,composition_total_variation_error,error
train,nig,argyrodites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/nig/ordered_adaptive_nig.cif,ok,pymatgen_structure,Li24 P4 S20 Br4,Li6PS5Br,"{""Br"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}",52.0,True,0.0,PASS,0.0,0.0,
train,nip,LGPS,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/nip/relaxed_nip.cif,ok,pymatgen_structure,Li20 Sn2 P4 S24,Li10Sn(PS6)2,"{""Li"": 20.0, ""P"": 4.0, ""S"": 24.0, ""Sn"": 2.0}",50.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.019367991845056012,0.011946795646916582,
train,nip,LGPS,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/nip/relaxed_nip.cif,ok,pymatgen_structure,Li32 P6 S24,Li16(PS4)3,"{""Li"": 32.0, ""P"": 6.0, ""S"": 24.0}",62.0,True,0.0,FAIL_ELEMENT_SET,0.6309887869520896,0.12922728868432343,
train,nip,LGPS,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/nip/ordered_adaptive_nip.cif,ok,pymatgen_structure,Li20 Sn2 P4 S24,Li10Sn(PS6)2,"{""Li"": 20.0, ""P"": 4.0, ""S"": 24.0, ""Sn"": 2.0}",50.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.019367991845056012,0.011946795646916582,
train,nua,perovskites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/nua/relaxed_nua.cif,ok,pymatgen_structure,Li2 La2 Ti2 O8,LiLaTiO4,"{""La"": 2.0, ""Li"": 2.0, ""O"": 8.0, ""Ti"": 2.0}",14.0,True,0.0,PASS,0.0,0.0,
train,nua,perovskites,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/nua/relaxed.cif,ok,pymatgen_structure,Li2 La2 Ti2 O8,LiLaTiO4,"{""La"": 2.0, ""Li"": 2.0, ""O"": 8.0, ""Ti"": 2.0}",14.0,True,0.0,PASS,0.0,0.0,
train,nua,perovskites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/nua/ordered_adaptive_nua.cif,ok,pymatgen_structure,Li2 La2 Ti2 O8,LiLaTiO4,"{""La"": 2.0, ""Li"": 2.0, ""O"": 8.0, ""Ti"": 2.0}",14.0,True,0.0,PASS,0.0,0.0,
train,o5q,nan,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/o5q/relaxed_o5q.cif,ok,pymatgen_structure,Li54 La24 Zr14 Ta2 O96,Li27La12Zr7TaO48,"{""La"": 24.0, ""Li"": 54.0, ""O"": 96.0, ""Ta"": 2.0, ""Zr"": 14.0}",190.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,-0.007352941176470562,0.003449800973020802,
train,o5q,nan,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/o5q/relaxed_o5q.cif,ok,pymatgen_structure,Li120 La24 Zr16 O96,Li15La3Zr2O12,"{""La"": 24.0, ""Li"": 120.0, ""O"": 96.0, ""Zr"": 16.0}",256.0,True,0.0,FAIL_ELEMENT_SET,1.2058823529411764,0.18303571428571427,
train,o5q,nan,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/o5q/ordered_adaptive_o5q.cif,ok,pymatgen_structure,Li54 La24 Zr14 Ta2 O96,Li27La12Zr7TaO48,"{""La"": 24.0, ""Li"": 54.0, ""O"": 96.0, ""Ta"": 2.0, ""Zr"": 14.0}",190.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,-0.007352941176470562,0.003449800973020802,
train,oi6,hexaoxometalates,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/oi6/relaxed_oi6.cif,ok,pymatgen_structure,Li7 Sb1 O6,Li7SbO6,"{""Li"": 7.0, ""O"": 6.0, ""Sb"": 1.0}",14.0,True,0.0,PASS,0.0,0.0,
train,oi6,hexaoxometalates,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/oi6/relaxed_oi6.cif,ok,pymatgen_structure,Li7 Sb1 O6,Li7SbO6,"{""Li"": 7.0, ""O"": 6.0, ""Sb"": 1.0}",14.0,True,0.0,PASS,0.0,0.0,
train,oi6,hexaoxometalates,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/oi6/ordered_adaptive_oi6.cif,ok,pymatgen_structure,Li7 Sb1 O6,Li7SbO6,"{""Li"": 7.0, ""O"": 6.0, ""Sb"": 1.0}",14.0,True,0.0,PASS,0.0,0.0,
train,opo,layered,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/opo/relaxed_opo.cif,ok,pymatgen_structure,Li5 Sn5 S12,Li5Sn5S12,"{""Li"": 5.0, ""S"": 12.0, ""Sn"": 5.0}",22.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.04166666666666651,0.010101010101010055,
train,opo,layered,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/opo/relaxed_opo.cif,ok,pymatgen_structure,Li10 Sn6 S12,Li5(SnS2)3,"{""Li"": 10.0, ""S"": 12.0, ""Sn"": 6.0}",28.0,True,0.0,FAIL_GENERAL_STOICHIOMETRY,1.083333333333333,0.13492063492063489,
train,opo,layered,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/opo/ordered_adaptive_opo.cif,ok,pymatgen_structure,Li5 Sn5 S12,Li5Sn5S12,"{""Li"": 5.0, ""S"": 12.0, ""Sn"": 5.0}",22.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.04166666666666651,0.010101010101010055,
train,p9u,argyrodites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/p9u/relaxed_p9u.cif,ok,pymatgen_structure,Li24 P4 S20 I4,Li6PS5I,"{""I"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}",52.0,True,0.0,PASS,0.0,0.0,
train,p9u,argyrodites,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/p9u/relaxed_p9u.cif,ok,pymatgen_structure,Li72 P4 S20 I4,Li18PS5I,"{""I"": 4.0, ""Li"": 72.0, ""P"": 4.0, ""S"": 20.0}",100.0,True,0.0,FAIL_LI_STOICHIOMETRY,2.0,0.25846153846153846,
train,p9u,argyrodites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/p9u/ordered_adaptive_p9u.cif,ok,pymatgen_structure,Li24 P4 S20 I4,Li6PS5I,"{""I"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}",52.0,True,0.0,PASS,0.0,0.0,
train,pa1,argyrodites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/pa1/relaxed_pa1.cif,ok,pymatgen_structure,Li26 Ge2 P2 S20 I4,Li13GeP(S5I)2,"{""Ge"": 2.0, ""I"": 4.0, ""Li"": 26.0, ""P"": 2.0, ""S"": 20.0}",54.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,-0.015151515151515098,0.01089324618736382,
train,pa1,argyrodites,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/pa1/relaxed_pa1.cif,ok,pymatgen_structure,Li136 Ge4 S20 I4,Li34GeS5I,"{""Ge"": 4.0, ""I"": 4.0, ""Li"": 136.0, ""S"": 20.0}",164.0,True,0.0,FAIL_ELEMENT_SET,4.151515151515151,0.343974175035868,
train,pa1,argyrodites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/pa1/ordered_adaptive_pa1.cif,ok,pymatgen_structure,Li26 Ge2 P2 S20 I4,Li13GeP(S5I)2,"{""Ge"": 2.0, ""I"": 4.0, ""Li"": 26.0, ""P"": 2.0, ""S"": 20.0}",54.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,-0.015151515151515098,0.01089324618736382,
train,pbz,LISICON,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/pbz/relaxed_pbz.cif,ok,pymatgen_structure,Li15 V1 Ge3 O16,Li15VGe3O16,"{""Ge"": 3.0, ""Li"": 15.0, ""O"": 16.0, ""V"": 1.0}",35.0,True,0.0,PASS,0.0,0.0,
train,pbz,LISICON,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/pbz/relaxed_pbz.cif,ok,pymatgen_structure,Li36 Ge4 O16,Li9GeO4,"{""Ge"": 4.0, ""Li"": 36.0, ""O"": 16.0}",56.0,True,0.0,FAIL_ELEMENT_SET,1.4,0.21428571428571433,
train,pbz,LISICON,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/pbz/ordered_adaptive_pbz.cif,ok,pymatgen_structure,Li15 V1 Ge3 O16,Li15VGe3O16,"{""Ge"": 3.0, ""Li"": 15.0, ""O"": 16.0, ""V"": 1.0}",35.0,True,0.0,PASS,0.0,0.0,
train,pe2,nan,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/pe2/relaxed_pe2.cif,ok,pymatgen_structure,Li17 Sb13 S28,Li17Sb13S28,"{""Li"": 17.0, ""S"": 28.0, ""Sb"": 13.0}",58.0,True,0.0,PASS,0.0,0.0,
train,pe2,nan,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/pe2/relaxed_pe2.cif,ok,pymatgen_structure,Li17 Sb13 S28,Li17Sb13S28,"{""Li"": 17.0, ""S"": 28.0, ""Sb"": 13.0}",58.0,True,0.0,PASS,0.0,0.0,
train,pe2,nan,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/pe2/ordered_adaptive_pe2.cif,ok,pymatgen_structure,Li17 Sb13 S28,Li17Sb13S28,"{""Li"": 17.0, ""S"": 28.0, ""Sb"": 13.0}",58.0,True,0.0,PASS,0.0,0.0,
train,pg8,NASICON,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/pg8/relaxed_pg8.cif,ok,pymatgen_structure,Li9 Ti9 Fe3 P18 O72,Li3Ti3Fe(PO4)6,"{""Fe"": 3.0, ""Li"": 9.0, ""O"": 72.0, ""P"": 18.0, ""Ti"": 9.0}",111.0,True,0.0,PASS,0.0,0.0,
train,pg8,NASICON,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/pg8/relaxed_pg8.cif,ok,pymatgen_structure,Li78 Ti12 P18 O72,Li13Ti2(PO4)3,"{""Li"": 78.0, ""O"": 72.0, ""P"": 18.0, ""Ti"": 12.0}",180.0,True,0.0,FAIL_ELEMENT_SET,7.666666666666667,0.35225225225225226,
train,pg8,NASICON,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/pg8/ordered_adaptive_pg8.cif,ok,pymatgen_structure,Li9 Ti9 Fe3 P18 O72,Li3Ti3Fe(PO4)6,"{""Fe"": 3.0, ""Li"": 9.0, ""O"": 72.0, ""P"": 18.0, ""Ti"": 9.0}",111.0,True,0.0,PASS,0.0,0.0,
train,pql,phosphates,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/pql/relaxed_pql.cif,ok,pymatgen_structure,Li64 Si8 P32,Li8SiP4,"{""Li"": 64.0, ""P"": 32.0, ""Si"": 8.0}",104.0,True,0.0,PASS,0.0,0.0,
train,pql,phosphates,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/pql/relaxed_pql.cif,ok,pymatgen_structure,Li84 Si8 P32,Li21(SiP4)2,"{""Li"": 84.0, ""P"": 32.0, ""Si"": 8.0}",124.0,True,0.0,FAIL_LI_STOICHIOMETRY,0.3125,0.06203473945409427,
train,pql,phosphates,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/pql/ordered_adaptive_pql.cif,ok,pymatgen_structure,Li64 Si8 P32,Li8SiP4,"{""Li"": 64.0, ""P"": 32.0, ""Si"": 8.0}",104.0,True,0.0,PASS,0.0,0.0,
train,pwr,LISICON,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/pwr/relaxed_pwr.cif,ok,pymatgen_structure,Li7 Si2 P1 O8,Li7Si2PO8,"{""Li"": 7.0, ""O"": 8.0, ""P"": 1.0, ""Si"": 2.0}",18.0,True,0.0,WARN_INTEGERIZATION_APPROXIMATION,-0.03047091412742379,0.0505226480836237,
train,pwr,LISICON,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/pwr/relaxed_pwr.cif,ok,pymatgen_structure,Li18 Si2 O8,Li9SiO4,"{""Li"": 18.0, ""O"": 8.0, ""Si"": 2.0}",28.0,True,0.0,FAIL_ELEMENT_SET,1.4930747922437675,0.22357723577235777,
train,pwr,LISICON,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/pwr/ordered_adaptive_pwr.cif,ok,pymatgen_cif_tolerance2,Li7 Si1.5 P0.5 O8,Li7Si1.5P0.5O8,"{""Li"": 7.0, ""O"": 8.0, ""P"": 0.5, ""Si"": 1.5}",17.0,False,1.0,PASS_INTEGERIZED_COMPOSITION,-0.03047091412742379,0.00751520120243219,
train,qa9,boron nitride,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/qa9/relaxed_qa9.cif,ok,pymatgen_structure,Li6 B2 N4,Li3BN2,"{""B"": 2.0, ""Li"": 6.0, ""N"": 4.0}",12.0,True,0.0,PASS,0.0,0.0,
train,qa9,boron nitride,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/qa9/relaxed.cif,ok,pymatgen_structure,Li6 B2 N4,Li3BN2,"{""B"": 2.0, ""Li"": 6.0, ""N"": 4.0}",12.0,True,0.0,PASS,0.0,0.0,
train,qa9,boron nitride,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/qa9/ordered_adaptive_qa9.cif,ok,pymatgen_structure,Li6 B2 N4,Li3BN2,"{""B"": 2.0, ""Li"": 6.0, ""N"": 4.0}",12.0,True,0.0,PASS,0.0,0.0,
train,qbb,antiperovskite,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/qbb/relaxed_qbb.cif,ok,pymatgen_structure,Li3 Br1 O1,Li3BrO,"{""Br"": 1.0, ""Li"": 3.0, ""O"": 1.0}",5.0,True,0.0,PASS,0.0,0.0,
train,qbb,antiperovskite,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/qbb/relaxed.cif,ok,pymatgen_structure,Li3 Br1 O1,Li3BrO,"{""Br"": 1.0, ""Li"": 3.0, ""O"": 1.0}",5.0,True,0.0,PASS,0.0,0.0,
train,qbb,antiperovskite,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/qbb/ordered_adaptive_qbb.cif,ok,pymatgen_structure,Li3 Br1 O1,Li3BrO,"{""Br"": 1.0, ""Li"": 3.0, ""O"": 1.0}",5.0,True,0.0,PASS,0.0,0.0,
train,qno,NASICON,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/qno/relaxed_qno.cif,ok,pymatgen_structure,Li6 Ti12 P18 O72,LiTi2(PO4)3,"{""Li"": 6.0, ""O"": 72.0, ""P"": 18.0, ""Ti"": 12.0}",108.0,True,0.0,PASS,0.0,0.0,
train,qno,NASICON,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/qno/relaxed_qno (1).cif,ok,pymatgen_structure,Li42 Ti12 P18 O72,Li7Ti2(PO4)3,"{""Li"": 42.0, ""O"": 72.0, ""P"": 18.0, ""Ti"": 12.0}",144.0,True,0.0,FAIL_LI_STOICHIOMETRY,6.0,0.2361111111111111,
train,qno,NASICON,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/qno/ordered_adaptive_qno.cif,ok,pymatgen_structure,Li6 Ti12 P18 O72,LiTi2(PO4)3,"{""Li"": 6.0, ""O"": 72.0, ""P"": 18.0, ""Ti"": 12.0}",108.0,True,0.0,PASS,0.0,0.0,
train,qy4,sulfides,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/qy4/relaxed_qy4.cif,ok,pymatgen_structure,Na20 Li12 Ti8 S32,Na5Li3(TiS4)2,"{""Li"": 12.0, ""Na"": 20.0, ""S"": 32.0, ""Ti"": 8.0}",72.0,True,0.0,PASS,0.0,0.0,
train,qy4,sulfides,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/qy4/relaxed.cif,ok,pymatgen_structure,Na20 Li12 Ti8 S32,Na5Li3(TiS4)2,"{""Li"": 12.0, ""Na"": 20.0, ""S"": 32.0, ""Ti"": 8.0}",72.0,True,0.0,PASS,0.0,0.0,
train,qy4,sulfides,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/qy4/ordered_adaptive_qy4.cif,ok,pymatgen_structure,Na20 Li12 Ti8 S32,Na5Li3(TiS4)2,"{""Li"": 12.0, ""Na"": 20.0, ""S"": 32.0, ""Ti"": 8.0}",72.0,True,0.0,PASS,0.0,0.0,
train,r99,perovskites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/r99/relaxed_r99.cif,ok,pymatgen_structure,Li1 La2 Mg2 W2 O12,LiLa2Mg2(WO6)2,"{""La"": 2.0, ""Li"": 1.0, ""Mg"": 2.0, ""O"": 12.0, ""W"": 2.0}",19.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.7857142857142856,0.02498894294559928,
train,r99,perovskites,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/r99/relaxed_r99.cif,ok,pymatgen_structure,La4 Mg2 W2 O12,La2MgWO6,"{""La"": 4.0, ""Mg"": 2.0, ""O"": 12.0, ""W"": 2.0}",20.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.06974789915966387,
train,r99,perovskites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/r99/ordered_adaptive_r99.cif,ok,pymatgen_structure,Li1 La2 Mg2 W2 O12,LiLa2Mg2(WO6)2,"{""La"": 2.0, ""Li"": 1.0, ""Mg"": 2.0, ""O"": 12.0, ""W"": 2.0}",19.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.7857142857142856,0.02498894294559928,
train,rty,nan,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/rty/relaxed_rty.cif,ok,pymatgen_structure,Li20 Sn1 Ge1 P4 S24,Li20SnGe(PS6)4,"{""Ge"": 1.0, ""Li"": 20.0, ""P"": 4.0, ""S"": 24.0, ""Sn"": 1.0}",50.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.0,0.0067947178871548995,
train,rty,nan,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/rty/relaxed_rty.cif,ok,pymatgen_structure,Li40 P6 S24,Li20(PS4)3,"{""Li"": 40.0, ""P"": 6.0, ""S"": 24.0}",70.0,True,0.0,FAIL_ELEMENT_SET,1.0,0.17695078031212486,
train,rty,nan,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/rty/ordered_adaptive_rty.cif,ok,pymatgen_structure,Li20 Sn1 Ge1 P4 S24,Li20SnGe(PS6)4,"{""Ge"": 1.0, ""Li"": 20.0, ""P"": 4.0, ""S"": 24.0, ""Sn"": 1.0}",50.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.0,0.0067947178871548995,
train,rwr,phosphates,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/rwr/relaxed_rwr.cif,ok,pymatgen_structure,Li64 Ge8 P32,Li8GeP4,"{""Ge"": 8.0, ""Li"": 64.0, ""P"": 32.0}",104.0,True,0.0,PASS,0.0,0.0,
train,rwr,phosphates,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/rwr/relaxed.cif,ok,pymatgen_structure,Li64 Ge8 P32,Li8GeP4,"{""Ge"": 8.0, ""Li"": 64.0, ""P"": 32.0}",104.0,True,0.0,PASS,0.0,0.0,
train,rwr,phosphates,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/rwr/ordered_adaptive_rwr.cif,ok,pymatgen_structure,Li64 Ge8 P32,Li8GeP4,"{""Ge"": 8.0, ""Li"": 64.0, ""P"": 32.0}",104.0,True,0.0,PASS,0.0,0.0,
train,s3h,perovskites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/s3h/relaxed_s3h.cif,ok,pymatgen_structure,La1 Ti2 O6,LaTi2O6,"{""La"": 1.0, ""O"": 6.0, ""Ti"": 2.0}",9.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.09999999999999998,
train,s3h,perovskites,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/s3h/relaxed_s3h (1).cif,ok,pymatgen_structure,La2 Ti2 O6,LaTiO3,"{""La"": 2.0, ""O"": 6.0, ""Ti"": 2.0}",10.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.1,
train,s3h,perovskites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/s3h/ordered_adaptive_s3h.cif,ok,pymatgen_structure,La1 Ti2 O6,LaTi2O6,"{""La"": 1.0, ""O"": 6.0, ""Ti"": 2.0}",9.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.09999999999999998,
train,sg0,oxides,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/sg0/relaxed_sg0.cif,ok,pymatgen_structure,Li4 Sc4 O8,LiScO2,"{""Li"": 4.0, ""O"": 8.0, ""Sc"": 4.0}",16.0,True,0.0,PASS,0.0,0.0,
train,sg0,oxides,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/sg0/relaxed_sg0.cif,ok,pymatgen_structure,Li4 Sc4 O8,LiScO2,"{""Li"": 4.0, ""O"": 8.0, ""Sc"": 4.0}",16.0,True,0.0,PASS,0.0,0.0,
train,sg0,oxides,3,2000.0,2150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/sg0/ordered_sqs_like_sg0.cif,ok,pymatgen_structure,Li4 Sc4 O8,LiScO2,"{""Li"": 4.0, ""O"": 8.0, ""Sc"": 4.0}",16.0,True,0.0,PASS,0.0,0.0,
train,sib,perovskites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/sib/relaxed_sib.cif,ok,pymatgen_structure,La3 Mg2 W2 O12,La3Mg2(WO6)2,"{""La"": 3.0, ""Mg"": 2.0, ""O"": 12.0, ""W"": 2.0}",19.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.02498334443704195,
train,sib,perovskites,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/sib/relaxed_sib.cif,ok,pymatgen_structure,La4 Mg2 W2 O12,La2MgWO6,"{""La"": 4.0, ""Mg"": 2.0, ""O"": 12.0, ""W"": 2.0}",20.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.06708860759493668,
train,sib,perovskites,3,2000.0,2150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/sib/ordered_sqs_like_sib.cif,ok,pymatgen_structure,La3 Mg2 W2 O12,La3Mg2(WO6)2,"{""La"": 3.0, ""Mg"": 2.0, ""O"": 12.0, ""W"": 2.0}",19.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.02498334443704195,
train,skm,oxides,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/skm/relaxed_skm.cif,ok,pymatgen_structure,Li10 Bi2 O10,Li5BiO5,"{""Bi"": 2.0, ""Li"": 10.0, ""O"": 10.0}",22.0,True,0.0,PASS,0.0,0.0,
